A T Still University of Health Sciences,Kirksville,25,www.atsu.edu/,www.atsu.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21722,15000,15000,,60679,77330,70117,71006,0.7961,0.0721,0.0281,0.0299,0.0018,0.0018,0.0299
Holy Family College,Manitowoc,49,www.holyfamilycollege.edu/,https://www.holyfamilycollege.edu/future-students/freshmen/tuition-and-financial-aid/cost-estimator?,0.5114,19,992,0,0,0,0,0,0,0.0755,0,0.1698,0,0,0,0,0,0.0377,0,0,0,0,0,0,0,0,0.0189,0,0,0.1132,0,0,0,0,0,0,0,0.0566,0.3774,0.1132,0.0377,272,,22303,,,,,,13893,14106,17757,22983,26741,41889,,29600,29600,14875,19750,19388,5,36090,45638,43178,56038,0.7791,0.0405,0.1007,0.0196,0.0013,0.0013,0.0288
Holy Family University,Philadelphia,38,https://www.holyfamily.edu/,https://www.holyfamily.edu/about-holy-family-u/our-campuses-in-philadelphia/office-of-student-accounts/tuition-fees/net-price-calculator,0.7277,20,1022,0,0,0,0,0.0187,0,0.0041,0,0.0581,0,0,0,0,0,0.0021,0.0021,0,0.0871,0,0,0,0.0166,0,0,0,0,0.0664,0.0539,0,0,0,0,0,0,0.0104,0.5851,0.0913,0.0041,1951,,14362,9933,10648,13497,15339,15698,,,,,,35659,,31040,31040,9500,9106,8250,,30054,37678,36571,45384,0.6252,0.1103,0.1391,0.0426,0.0031,0.0012,0.0373
Holy Name medical Center-Sister Claire Tynan School of Nursing,Englewood Cliffs,30,www.schoolofnursing.info/,www.holyname.org/schoolofnursing,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,137,,,,,,,,17148,17270,21835,,,,,24230,24230,7389,7389,7675,,19686,18797,23584,26241,0.08,0.4533,0.1733,0,0,0,0.0133
Holy Names University,Oakland,5,www.hnu.edu/,https://hnu.edu/admissions-aid/financial-aid/net-price-calculator/,0.6325,20,851,0,0,0,0.0203,0.0946,0,0,0,0,0,0,0,0,0,0.0068,0.0878,0,0.0743,0,0,0,0.2027,0,0,0,0,0.1959,0,0,0.1081,0,0,0,0,0.0068,0,0.1892,0.0135,668,,23034,3008,3459,6385,8490,8652,,,,,,56509,,40102,40102,,,,,30685,37016,35743,45743,0.2224,0.0286,0.6327,0.05,0.0032,0.0035,0.0149
Holyoke Community College,Holyoke,21,www.hcc.edu/,www.hcc.edu/PreBuilt/NetPriceCalculator/DC2/npcalc.htm,,,,0,0,0,0,0,0,0.0293,0.0192,0,0.0293,0.009,0,0.0214,0,0,0.3476,0,0.0474,0.0045,0,0.0034,0.0102,0,0,0.0056,0,0,0.0564,0.0564,0,0,0,0,0,0.0305,0.1828,0.1467,0,4335,7718,,,,,,,,,,,,12860,,5114,10058,,,,,,,,,1,0,0,0,0,0,0
Homestead Schools,Torrance,5,www.homesteadschools.net/,www.homesteadschools.net/VN/Homestead.NetPriceCalculator.htm,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,182,,15784,,,,,,16585,17685,,,,,18789,,,8700,,,,20519,30341,19279,31786,0.0769,0.0923,0.8308,0,0,0,0
Hondros College of Nursing,Westerville,35,www.hondros.edu/,https://www.hondros.edu/how-to-pay/calc/index.html,0.5292,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1596,,23179,,,,,,15658,16559,21487,23501,23501,29257,,19047,19047,24185,,,,,29474,28355,31147,0.5385,0.3846,0.0256,0,0,0,0.0513
Honolulu Community College,Honolulu,11,https://www.honolulu.hawaii.edu/,https://www.honolulu.hawaii.edu/sites/www.honolulu.hawaii.edu/files/npcalc.htm,,,,0,0,0,0.0044,0,0,0.1004,0.043,0.0298,0,0.0563,0,0.0331,0,0,0.1159,0,0,0,0,0.0044,0,0,0,0,0,0,0.1038,0.0265,0,0.3245,0.0883,0.053,0,0.0166,0,0,0,2618,8238,,10986,12540,15372,18547,21373,,,,,,13350,,3174,8310,15124,12476,13375,1,42585,45698,49212,57754,0.1757,0.0151,0.1165,0.3781,0.0015,0.0254,0.2528
Hood College,Frederick,20,www.hood.edu/,https://www.hood.edu/net-price-calculator,0.6533,,,0,0.0308,0,0.0038,0.0846,0,0.0385,0,0.0808,0,0,0.0154,0,0,0.0308,0,0,0.1192,0.0308,0,0.0154,0,0,0,0.0077,0,0.0885,0.0731,0.0385,0.0385,0,0,0,0,0.0192,0.0923,0.1538,0.0385,1106,,23767,,,,,,18274,22286,24842,24842,33538,55039,,41060,41060,17500,18000,15655,5,34249,42146,44823,52138,0.4948,0.2022,0.1042,0.0424,0,0.0014,0.041
Hood Theological Seminary,Salisbury,33,www.hoodseminary.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hope College,Holland,22,https://www.hope.edu/,https://www.hope.edu/admiss/npc/npcalc.htm,0.8567,26,1238,0,0,0,0.0042,0.0478,0,0.0211,0,0.0759,0.0591,0,0.0239,0,0,0.0394,0,0,0.0816,0.0056,0,0.0338,0.052,0.0169,0,0.0422,0,0.097,0,0.0394,0.0703,0,0,0,0,0.0309,0.0759,0.1772,0.0056,2966,,26562,,,,,,15791,10770,14690,15815,,46870,,35330,35330,9583,,,,27042,27777,28289,38522,0.6667,0.2339,0.0117,0.0234,0.0117,0,0.0234
Hope College of Arts and Sciences,Pompano Beach,9,hcas.edu/,hcas.edu/,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196,,16033,,,,,,4863,,,,,,20682,,,,,,,,,,,0,0,0.9091,0.0909,0,0,0
Hope International University,Fullerton,5,www.hiu.edu/,www.hiu.edu/undergrad/finaid/,0.3679,20,1001,0,0,0,0,0,0,0,0,0.1116,0,0,0,0.0977,0,0.0279,0.0512,0,0,0,0,0,0,0,0.3116,0,0,0.1023,0,0,0.0558,0,0,0,0,0,0,0.2419,0,633,,20318,2438,3002,6303,8178,10507,,,,,,43853,,33400,33400,7000,5500,4875,,33287,36152,42288,46984,0.2919,0.0153,0.3449,0.2145,0.0021,0.0036,0.0458
Hopkinsville Community College,Hopkinsville,17,https://hopkinsville.kctcs.edu/index.aspx,https://hopkinsville.kctcs.edu/affording-college/net-price-calculator/index.aspx,,,,0.0151,0,0,0,0,0,0.0992,0,0,0,0.0345,0,0.0223,0,0,0.1891,0,0,0,0,0.0029,0,0,0,0,0,0,0.0079,0.0065,0,0.1042,0.0388,0.1129,0.0669,0,0.2185,0.0812,0,2058,5738,,3556,4104,5639,8939,10065,,,,,,12393,,4368,14808,7086,6500,5500,,19697,27372,24872,32303,0.962,0.0081,0.0125,0.0025,0,0,0.0131
Horizon University,Indianapolis,14,www.horizonuniversity.edu/,www.horizonuniversity.edu/netprice_calculator/npcalc.html,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,,,,,,,17868,19038,19505,21928,,,,9300,9300,9500,11932,12360,,22525,30011,25234,33335,0.1143,0.7571,0.0714,0,0,0,0.0571
Horry-Georgetown Technical College,Conway,40,www.hgtc.edu/,www.hgtc.edu/admissions/financialaid/collegecalc.html,,,,0.0079,0.0139,0,0,0,0,0.0469,0.0627,0,0,0.0211,0,0.0277,0.004,0,0.2583,0,0,0,0,0.0172,0,0,0,0,0,0,0.0106,0.0225,0,0.0304,0.033,0.035,0,0.0172,0.3085,0.0832,0,5864,5016,,11548,11143,13612,15464,17268,,,,,,12556,,4372,8620,16993,15750,17200,1,30184,36127,37417,46181,0.4894,0.3969,0.0332,0.0139,0.0045,0.0003,0.0354
Hoss Lee Academy,Roseville,5,hossleeacademy.com/,www.hossleeacademy.com/net-price-calculator/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,,18011,,,,,,8716,,,,,,21390,,,,,,,,,,,0.8889,0,0,0.1111,0,0,0
Hot Springs Beauty College,Hot Springs,4,hotspringsbeautycollege.com/,hotspringsbeautycollege.com/disclosures,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,,9563,,,,,,13930,15735,18132,21923,22291,,13912,,,22145,22500,21480,1,36663,42025,42414,53172,0.809,0.0472,0.0384,0.0088,0.0027,0.0016,0.0331
Houghton College,Houghton,32,www.houghton.edu/,https://admission.houghton.edu/register/calculator,0.807,25,1193,0.0264,0,0,0.0604,0.0528,0,0.0226,0,0.1094,0,0,0.0075,0,0,0.0302,0.0642,0,0.1283,0.0075,0,0.0113,0.0189,0.0075,0.034,0.0226,0,0.0755,0,0,0.0075,0,0,0,0,0.0943,0,0.2113,0.0075,921,,22233,,,,,,11005,12926,17768,18344,19818,43970,,33458,33458,14750,15000,17500,3,37256,39537,42102,45543,0.7046,0.0605,0.0633,0.0098,0.0056,0.0014,0.0478
Housatonic Community College,Bridgeport,7,www.hcc.commnet.edu/,bor.ct.edu/finaid/netprice/e_npcalc.html,,,,0,0,0,0,0,0,0.0032,0,0.1062,0.0095,0.0032,0,0.0016,0,0.0016,0.2361,0,0.0048,0,0,0,0,0,0,0,0,0.0127,0.0777,0.0032,0.0016,0,0.0016,0.084,0,0.019,0.1965,0.2345,0.0032,4434,5161,,,,,,,,,,,,10577,,4486,13438,,,,,,,,,,,,,,,
House of Heavilin Beauty College-Academy of Beauty Professionals,Madison,49,abpwi.com/,www.academyofbeautyprofessionals.com/wp-content/uploads/Calculators/Madison/npcalc.htm,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,,21603,,,,,,18961,14970,,,,,23635,,,9500,6060,5500,,23825,26052,25149,32031,0.7778,0.0556,0.0278,0,0,0,0.1389
House of Heavilin Beauty College-Academy of Beauty Professionals,Appleton,49,abpwi.com/,https://www.academyofbeautyprofessionals.com/wp-content/uploads/Calculators/Appleton/npcalc.htm,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,,19354,,,,,,12018,12855,14391,17233,17794,,23059,,,9500,9500,9833,,23416,43218,25134,,0.4307,0.146,0.365,0,0,0,0.0146
House of Heavilin Beauty College-Academy of Beauty Professionals,Green Bay,49,abpi.com/,https://www.academyofbeautyprofessionals.com/wp-content/uploads/Calculators/GreenBay/npcalc.htm,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,,14351,,,,,,17342,21358,,,,,19807,,,6609,9500,9000,,21611,,18309,,0.1778,0,0.163,0,0.0074,0,0.0296
House of Heavilin Beauty College-Blue Springs,Blue Springs,25,kc-hair.com/,www.kc-hair.com/student-information/tuition-calculator/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,,22741,,,,,,,,,,,,27072,,,,,,,,,,,,,,,,,
House of Heavilin Beauty College-Kansas City,Kansas City,25,kc-hair.com/,kc-hair.com/student-information/tuition-calculator/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,,25753,6090,7057,10105,11632,12008,,,,,,,31380,,,7043,6242,5500,,25482,32342,29921,40389,0.8161,0.0277,0.0568,0.0171,0.0065,0.002,0.0528
House of Heavilin Beauty College-Raymore,Raymore,25,kc-hair.com/,www.kc-hair.com/student-information/tuition-calculator/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,,20561,,,,,,276,,,,,,24437,,,,,,,,,,,0.8,0.1,0.1,0,0,0,0
Houston Baptist University,Houston,43,https://www.hbu.edu/,https://www.hbu.edu/estimator,0.7105,22,1101,0,0,0,0,0.0066,0,0,0,0.0788,0,0,0.0131,0,0.0284,0.0175,0.0044,0,0.0963,0.0066,0,0.0678,0.0832,0.0241,0.0022,0.0066,0,0.0788,0.0066,0,0.0109,0,0,0,0,0.0656,0.2341,0.1532,0.0153,2623,,19962,,,,,,16627,16811,18450,21587,25615,42640,,33450,33450,15375,12109,13544,1,38540,43785,41571,52880,0.5916,0.1126,0.2009,0.0172,0.0053,0.0006,0.035
Houston Barber School,Houston,43,www.htxbarberschool.com/,https://www.htxbarberschool.com/financial-calculator.html,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,,9354,,,,,,8488,,,8330,,,13835,,,,,,3,,,,,1,0,0,0,0,0,0
Houston Community College,Houston,43,www.hccs.edu/,www.collegeforalltexans.com/apps/CollegeMoney/,,,,0.0004,0,0,0,0.0001,0.0165,0.0263,0.0222,0.0054,0.0159,0.035,0.0014,0.0065,0.007,0.0011,0.4792,0,0.0324,0.0004,0,0.0001,0,0,0,0.0014,0.0144,0.0003,0.0209,0,0.0016,0.0105,0.0144,0.0202,0,0.0129,0.095,0.1583,0,55990,5272,,6951,7027,9314,11652,12348,,,,,,10111,,1848,5268,9500,6365,5500,,25035,37626,31721,45627,0.5985,0.059,0.1137,0.0112,0.0031,0.0031,0.1967
Houston Graduate School of Theology,Houston,43,www.hgst.edu/,www.hgst.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25742,34289,30376,,0.5988,0.0373,0.0394,0.0062,0.1637,0.0021,0.0173
Houston International College Cardiotech Ultrasound School,Houston,43,www.cardiotech.org/,www.cardiotech.org/,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,,23880,8034,,,,,,,,,,28493,,11200,11200,,,,,39542,,,,0.1404,0.8246,0.0351,0,0,0,0
Houston School of Carpentry,Houston,43,housoc.org/,housoc.org/,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,135,,22456,,,,,,8064,8342,,12467,,,28256,,,5500,,,,,,,,0.4805,0.3896,0.0519,0,0,0,0.0779
Houston Training School-Gulfgate,Houston,43,houstontrainingschools.net/,houstontrainingschools.net/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,,4943,,,,,,7614,8877,9207,,,,9964,,,,,,,18902,19605,20243,,0.4091,0.2576,0.1742,0.0303,0.0076,0,0.0379
Houston Training School-Main Campus,Houston,43,houstontrainingschools.net/,houstontrainingschools.net/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,,4524,18748,20263,21384,20841,,,,,,,,10005,,,7755,,,3,29094,,33669,,0.6984,0.2222,0.0476,0.0159,0,0,0.0159
Houston Training Schools-Gessner,Houston,43,houstontrainingschools.net/,houstontrainingschools.net/,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,,4619,,,,,,10094,,,,,,9964,,,6333,,,,,,,,0.4118,0.2353,0.1324,0.0588,0,0,0.1618
Howard College,Big Spring,43,https://www.howardcollege.edu/,www.collegeforalltexans.com/apps/CollegeMoney/,,,,0.0101,0,0,0,0.0029,0,0.0391,0.0551,0.0014,0.0043,0.0507,0,0.0072,0,0.0029,0.2971,0,0.0174,0.0029,0,0,0.0174,0,0,0,0,0.0101,0.0391,0.0101,0.0043,0,0,0.0203,0,0.0043,0.2826,0.1174,0.0029,1993,5644,,5065,6131,8675,13592,15918,,,,,,11334,,2560,5420,15000,14300,12500,1,41633,45895,48106,55023,0.1358,0.1821,0.5141,0.0851,0.0024,0.0015,0.0142
Howard Community College,Columbia,20,www.howardcc.edu/,https://www.howardcc.edu/admissions-aid/pay-for-college/financial-aid/NetPrice/index.html,,,,0,0,0,0,0,0.0014,0.0203,0.0224,0.021,0.0154,0.0168,0,0.0119,0,0,0.5753,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0.0028,0,0,0,0,0.1752,0.1367,0,8331,9823,,6185,6774,8789,10686,11341,,,,,,13908,,3984,7440,5500,6500,5889,,29113,38174,33394,43086,0.6838,0.1343,0.076,0.0208,0.002,0.001,0.0523
Howard Payne University,Brownwood,43,www.hputx.edu/,www.hputx.edu/campus-offices/financial-aid/net-price-calculator-external/,0.5385,21,1048,0,0,0,0,0.0378,0,0.0162,0,0.1838,0.0324,0,0,0.0216,0.027,0,0.0108,0,0.0162,0.0108,0,0.0162,0.0703,0,0.0973,0.0108,0,0.027,0,0.0324,0.0811,0,0,0,0,0.027,0.0216,0.2324,0.027,817,,22178,7265,7404,9996,14710,16648,,,,,,39973,,29198,29198,13250,13211,13446,5,40948,48493,44742,55745,0.3076,0.1497,0.4268,0.0551,0.0006,0.0015,0.0254
Howard University,Washington,52,www.howard.edu/,https://www2.howard.edu/student-financial-services/net-price-calculator,0.3608,25,1205,0,0,0.0096,0.0081,0.1464,0,0.0427,0,0.0096,0.0508,0,0.0081,0.0066,0,0.0162,0,0,0.1177,0.0059,0,0.0088,0.0758,0.0044,0,0.0228,0,0.0581,0.0272,0,0.1251,0,0,0,0,0.0397,0.0684,0.1398,0.0081,6461,,41289,,,,,,12439,11205,15749,19147,24914,44651,,27206,27206,13188,14178,12309,1,25515,31147,35425,31770,0.4735,0.1711,0.1465,0.0491,0.0085,0.0085,0.0312
HSHS St. John's Hospital School of Clinical Laboratory Science,Springfield,13,https://www.st-johns.org,https://www.st-johns.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19569,19579,22626,24597,25823,,,,,10322,14000,17984,2,,37108,37165,49310,0.5087,0.1012,0.1518,0.0253,0.016,0.0067,0.1105
Hudson County Community College,Jersey City,30,www.hccc.edu/,www.hccc.edu/Net_Price_Calculator/,,,,0,0.0034,0,0,0,0,0.0392,0.0605,0,0.0314,0.0168,0,0,0,0,0.361,0,0,0,0,0.1043,0.0022,0,0,0,0,0,0.0639,0.0202,0,0.0034,0,0,0,0.0482,0.0751,0.1704,0,7434,7309,,,,,,,25029,25865,26671,29789,29789,13285,,4814,11798,8767,,,,23792,25222,28232,28399,0.087,0.6087,0.2246,0.0072,0,0,0.0435
Hudson Valley Community College,Troy,32,www.hvcc.edu/,https://www.hvcc.edu/npc/index.html,,,,0.0022,0.0083,0,0,0.0028,0.0028,0.0759,0.0088,0.0204,0.022,0.0688,0,0.0275,0,0,0.1843,0,0.0121,0,0,0,0.0204,0,0,0.0017,0.0072,0,0.0605,0.0281,0,0.0644,0.0424,0,0,0.011,0.1738,0.1551,0,7275,8548,,,,,,,13283,21255,26135,32468,41657,13718,,5962,11062,18250,25000,23250,5,50279,59078,61223,66614,0.7323,0.0584,0.0634,0.0309,0.0029,0.0005,0.0221
Huertas College,Caguas,51,www.huertas.edu/,huertas.edu/hc/net-price-calculator/,,,,0,0,0,0,0,0,0,0.0448,0.1075,0,0.2179,0,0,0,0,0,0,0,0,0,0,0.0119,0,0,0,0,0,0,0,0,0,0,0,0,0.0179,0.5672,0.0328,0,651,,6440,,,,,,3850,4299,6057,,,11560,,6635,6635,,,,,11656,15434,13748,17134,0,0,1,0,0,0,0
Hult International Business School,Cambridge,21,www.hult.edu/,https://hult.formstack.com/forms/bba_net_price_calculator,0.4335,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,761,,43234,,,,,,16931,20531,22479,28468,38518,61250,,42500,42500,23250,23250,23250,2,43317,54030,62063,68683,0.6906,0.1105,0.0647,0.0387,0.0039,0.0016,0.0008
Humacao Community College,Humacao,51,www.hccpr.edu/,https://hccpr.edu/finaid/,,,,0,0,0,0,0,0,0.0157,0,0,0.1732,0.1102,0,0,0,0,0,0,0.0709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4646,0.1654,0,411,,4545,5551,5579,4857,,,,,,,,9259,,5818,5818,,,,2,17502,,21263,26741,0,0.0023,0.9977,0,0,0,0
Humboldt State University,Arcata,5,www.humboldt.edu/,https://finaid.humboldt.edu/sites/default/files/calculator/,0.9217,21,1085,0.006,0.1797,0,0.01,0.0325,0,0.0195,0,0,0.025,0,0.005,0,0,0.0285,0.0474,0,0.1028,0.0085,0,0.0295,0.0749,0.013,0,0.0374,0,0.0914,0,0.0275,0.0974,0,0,0,0,0.0554,0,0.0894,0.0195,6559,14692,,,,,,,11589,11566,11367,,,24497,,7864,19744,,,,,22642,,26123,,0.009,0.045,0.6486,0.2523,0,0.009,0.018
Humphreys College-Modesto,Salida,5,www.humphreys.edu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14580,,,,,,,,,,,,,,,,
Humphreys University-Stockton and Modesto Campuses,Stockton,5,www.humphreys.edu/,www.humphreys.edu/admissions-aid/financial-aid/net-price-calculator/,,,,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0.1818,0,0.0682,0,0,0,0,0,0,0,0,0,0,0,0.1288,0,0.0379,0,0,0,0,0,0,0.4167,0,309,,11055,,,,,,18048,19194,22076,28543,31811,24673,,14580,14580,18750,18250,15125,1,59440,50234,60612,59533,0.1512,0.1707,0.4012,0.1093,0.003,0.0105,0.0434
Hunter Business School,Levittown,32,hunterbusinessschool.edu/,www.hunterbusinessschool.edu/NetPriceCalculator/npcalc.htm,,,,0,0,0,0,0,0,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1142,0,0,0,0.8625,0,0,1102,,14763,,,,,,27616,30662,32962,34800,35037,,19692,,,18500,19000,18503,5,47260,51892,60300,70432,0.5488,0.0945,0.1317,0.1181,0.0034,0.0013,0.0292
Huntingdon College,Montgomery,1,www.huntingdon.edu/,hawk.huntingdon.edu/oiac/netpricecalculator/index.html,0.5929,21,1076,0,0,0,0,0.0354,0,0,0,0.0354,0,0,0,0,0,0.0315,0,0,0.0709,0.0197,0,0,0.1614,0.0039,0.0039,0.0276,0,0.0512,0.0354,0,0.0197,0,0,0,0,0.0039,0,0.4646,0.0354,1007,,21486,,,,,,26976,20250,29257,,,36828,,27400,27400,10554,13976,15510,2,28794,37507,30746,40917,0.3168,0.6,0.0212,0.0035,0.0053,0.0053,0.0319
Huntingdon County Career and Technology Center,Mill Creek,38,www.hcctc.org/,www.hcctc.org/,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,10827,,,,,,,,,,,,,14035,,,12500,,,,,,,,,,,,,,
Huntington Junior College,Huntington,48,www.huntingtonjuniorcollege.edu/,www.huntingtonjuniorcollege.edu/Financial-Aid/Net-Price-Calculator.aspx,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7238,0.2667,0,277,,10380,,,,,,16077,15556,16014,19857,22580,14716,,9000,9000,14250,15482,16937,1,27669,35111,34795,48499,0.3602,0.0462,0.0264,0.0079,0,0.0013,0.0053
Huntington School of Beauty Culture,Huntington,48,huntingtonschoolofbeauty.com/,huntingtonschoolofbeauty.com/calculator/5529523,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,,8078,,,,,,12836,22160,19963,,27774,,11909,,,,30750,,3,29023,,31955,35710,0.6526,0.0316,0.1158,0.1368,0.0211,0.0421,0
Huntington University,Huntington,14,www.huntington.edu/,https://www.huntington.edu/financial-aid,0.7546,22,1075,0.0245,0,0,0,0.0392,0.098,0.0245,0,0.1127,0,0,0,0,0,0.0147,0,0,0.0098,0.0098,0,0.0049,0.0637,0,0.0735,0.0049,0,0.0392,0,0.0343,0.0196,0,0,0,0,0.1225,0.1127,0.1569,0.0343,996,,22869,,,,,,17467,18062,21641,23223,,37488,,26846,26846,5500,,,,16766,,24841,,0.88,0.04,0.02,0,0,0,0.06
Huntington University of Health Sciences,Knoxville,42,https://www.huhs.edu/,https://www.huhs.edu/net-price-calculator/,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.7391,0,0,0,0,0,0,0,0.2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,,,,,,,,15081,,17391,,,,,6685,6685,,,,,,,,,0.2778,0.0741,0.1667,0.0556,0.0185,0,0
Huntsville Bible College,Huntsville,1,www.hbc1.edu/,huntsvillebiblecollege.org/admissions/net-calculator,,,,0,0,0,0,0,0,0.1538,0,0.1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,,2921,,,,,,26196,27120,20431,,,8635,,4560,4560,6333,6087,5500,,19165,,19129,,0.0513,0.2821,0.6667,0,0,0,0
Hussian College-Daymar College Bowling Green,Bowling Green,17,www.daymarcollege.edu/,https://www.daymarcollege.edu/admissions/net-price-calculator,0.9438,,,0,0,0,0,0,0,0.0727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2364,0,0,0,0,0,0,0,0.5455,0.1455,0,181,,19582,,,,,,13932,14311,,19373,,26815,,19500,19500,6344,,,,22020,,26253,,0.1538,0.1154,0.5923,0.0308,0.0077,0,0.0077
Hussian College-Daymar College Clarksville,Clarksville,42,www.daymarcollege.edu/,www.daymarcollege.edu/admissions/net-price-calculator,,,,0,0,0,0,0,0,0.0537,0,0,0,0,0,0,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1116,0,0,0,0,0,0,0,0.6901,0.1405,0,980,,20650,,,,,,15302,14891,16978,19456,,26450,,18900,18900,8112,9500,9500,,20845,19754,24614,23524,0.0426,0.6277,0.117,0.0106,0,0,0.0319
Hussian College-Daymar College Columbus,Columbus,35,www.daymarcollege.edu/,www.daymarcollege.edu/admissions/net-price-calculator,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0.55,0.375,0,191,,20682,,,,,,28615,30453,33023,33709,32700,25770,,20500,20500,12000,12000,12000,2,33261,34313,32521,39415,0.7915,0.0427,0.0569,0.0142,0.0047,0,0.0569
